date,store_id,SKU,sku_name,category,units_sold,price_per_unit_usd,revenue_usd,promotion_flag,unit_of_measure,Date,price_per_unit_usd_fluctuated,price_per_unit_usd_updated
23-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,72,3.23,232.56,0,lb,2025-03-23,3.47,2.35
24-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,64,3.23,206.72,0,lb,2025-03-24,3.47,3.52
25-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,45,3.23,145.35,0,lb,2025-03-25,3.47,3.52
26-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,65,2.84,184.76,1,lb,2025-03-26,2.81,3.52
27-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,66,3.23,213.18,0,lb,2025-03-27,2.81,3.52
28-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,81,3.23,261.63,0,lb,2025-03-28,2.81,2.78
29-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,88,3.23,284.24,0,lb,2025-03-29,3.52,2.78
30-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,69,3.23,222.87,0,lb,2025-03-30,3.52,2.78
31-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,72,3.23,232.56,0,lb,2025-03-31,3.52,2.78
04-01-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,67,3.23,216.41,0,lb,2025-04-01,2.98,3.2
04-02-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,46,3.23,148.58,0,lb,2025-04-02,2.98,3.2
04-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,67,3.23,216.41,0,lb,2025-04-03,2.98,3.2
04-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,80,3.23,258.4,0,lb,2025-04-04,3.66,2.67
04-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,60,3.23,193.8,0,lb,2025-04-05,3.66,2.67
04-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,82,3.23,264.86,0,lb,2025-04-06,3.66,2.67
04-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,75,3.23,242.25,0,lb,2025-04-07,3.45,2.45
04-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,56,3.23,180.88,0,lb,2025-04-08,3.45,2.45
04-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,63,3.23,203.49,0,lb,2025-04-09,3.45,2.45
04-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,88,3.23,284.24,0,lb,2025-04-10,3.45,3.88
13-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,84,3.23,271.32,0,lb,2025-04-13,3.1,3.88
14-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,57,3.23,184.11,0,lb,2025-04-14,3.1,3.88
15-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,73,3.23,235.79,0,lb,2025-04-15,3.1,3.2
16-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,75,3.23,242.25,0,lb,2025-04-16,3.24,3.2
17-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,53,3.23,171.19,0,lb,2025-04-17,3.24,3.2
18-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,64,3.23,206.72,0,lb,2025-04-18,3.24,3.88
19-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,147,2.84,417.83,1,lb,2025-04-19,3.24,3.88
20-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,133,2.84,378.04,1,lb,2025-04-20,3.5,3.88
21-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,55,3.23,177.65,0,lb,2025-04-21,3.5,3.88
22-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,65,2.84,184.76,1,lb,2025-04-22,3.5,3.32
23-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,56,3.23,180.88,0,lb,2025-04-23,3.5,3.32
24-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,70,3.23,226.1,0,lb,2025-04-24,3.62,3.32
25-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,52,3.23,167.96,0,lb,2025-04-25,3.62,2.35
26-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,106,3.23,342.38,0,lb,2025-04-26,3.62,2.35
27-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,85,2.84,241.6,1,lb,2025-04-27,3.62,2.35
28-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,64,3.23,206.72,0,lb,2025-04-28,3.01,2.35
29-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,49,3.23,158.27,0,lb,2025-04-29,3.01,3.74
30-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,44,3.23,142.12,0,lb,2025-04-30,3.01,3.74
05-01-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,81,3.23,261.63,0,lb,2025-05-01,3.4,3.74
05-02-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,75,3.23,242.25,0,lb,2025-05-02,3.4,3.5
05-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,58,3.23,187.34,0,lb,2025-05-03,3.4,3.5
05-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,105,3.23,339.15,0,lb,2025-05-04,3.4,3.5
05-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,73,3.23,235.79,0,lb,2025-05-05,3.53,3.5
05-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,93,3.23,300.39,0,lb,2025-05-06,3.53,2.48
05-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,78,3.23,251.94,0,lb,2025-05-07,3.53,2.48
05-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,61,2.84,173.39,1,lb,2025-05-08,3.53,2.48
05-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,79,2.84,224.55,1,lb,2025-05-09,2.84,2.81
05-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,69,3.23,222.87,0,lb,2025-05-10,2.84,2.81
13-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,57,3.23,184.11,0,lb,2025-05-13,2.84,2.81
14-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,71,3.23,229.33,0,lb,2025-05-14,2.84,2.81
15-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,53,3.23,171.19,0,lb,2025-05-15,2.84,2.53
16-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,64,3.23,206.72,0,lb,2025-05-16,2.84,2.53
17-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,95,3.23,306.85,0,lb,2025-05-17,2.84,2.53
18-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,86,3.23,277.78,0,lb,2025-05-18,2.84,3.58
19-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,80,2.84,227.39,1,lb,2025-05-19,3.17,3.58
20-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,67,3.23,216.41,0,lb,2025-05-20,3.17,3.58
21-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,61,3.23,197.03,0,lb,2025-05-21,3.17,3.58
22-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,58,3.23,187.34,0,lb,2025-05-22,3.17,3.73
23-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,52,3.23,167.96,0,lb,2025-05-23,3.67,3.73
24-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,99,3.23,319.77,0,lb,2025-05-24,3.67,3.73
25-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,74,3.23,239.02,0,lb,2025-05-25,3.67,4.12
26-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,58,3.23,187.34,0,lb,2025-05-26,3.3,4.12
27-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,68,3.23,219.64,0,lb,2025-05-27,3.3,4.12
28-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,65,3.23,209.95,0,lb,2025-05-28,3.3,4.12
29-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,71,3.23,229.33,0,lb,2025-05-29,3.02,3.88
30-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,66,3.23,213.18,0,lb,2025-05-30,3.02,3.88
31-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,103,2.84,292.77,1,lb,2025-05-31,3.02,3.88
06-01-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,70,3.23,226.1,0,lb,2025-06-01,3.1,3.88
06-02-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,94,2.84,267.19,1,lb,2025-06-02,3.1,2.34
06-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,64,3.23,206.72,0,lb,2025-06-03,3.1,2.34
06-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,65,3.23,209.95,0,lb,2025-06-04,2.79,2.34
06-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,59,3.23,190.57,0,lb,2025-06-05,2.79,2.34
06-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,62,3.23,200.26,0,lb,2025-06-06,2.79,4.04
06-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,118,3.23,381.14,0,lb,2025-06-07,2.79,4.04
06-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,92,3.23,297.16,0,lb,2025-06-08,2.77,4.04
06-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,90,3.23,290.7,0,lb,2025-06-09,2.77,4.04
06-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,62,3.23,200.26,0,lb,2025-06-10,2.77,3.67
13-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,62,3.23,200.26,0,lb,2025-06-13,3.48,3.67
14-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,69,3.23,222.87,0,lb,2025-06-14,3.48,3.67
15-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,103,3.23,332.69,0,lb,2025-06-15,3.48,3.67
16-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,67,3.23,216.41,0,lb,2025-06-16,2.91,3.14
17-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,63,3.23,203.49,0,lb,2025-06-17,2.91,3.14
18-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,77,2.84,218.86,1,lb,2025-06-18,2.91,3.14
19-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,85,3.23,274.55,0,lb,2025-06-19,2.88,3.14
20-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,66,3.23,213.18,0,lb,2025-06-20,2.88,2.47
21-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,81,3.23,261.63,0,lb,2025-06-21,2.88,2.47
22-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,69,3.23,222.87,0,lb,2025-06-22,3.51,2.47
23-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,58,3.23,187.34,0,lb,2025-06-23,3.51,2.47
24-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,70,3.23,226.1,0,lb,2025-06-24,3.51,4.19
25-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,58,3.23,187.34,0,lb,2025-06-25,3.51,4.19
26-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,57,3.23,184.11,0,lb,2025-06-26,3.47,4.19
27-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,98,2.84,278.56,1,lb,2025-06-27,3.47,4.19
28-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,101,3.23,326.23,0,lb,2025-06-28,3.47,3.56
29-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,129,3.23,416.67,0,lb,2025-06-29,3.47,3.56
30-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,64,3.23,206.72,0,lb,2025-06-30,3.42,3.56
07-01-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,54,3.23,174.42,0,lb,2025-07-01,3.42,3.88
07-02-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,54,3.23,174.42,0,lb,2025-07-02,3.42,3.88
07-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,72,3.23,232.56,0,lb,2025-07-03,3.42,3.88
07-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,53,3.23,171.19,0,lb,2025-07-04,2.89,3.88
07-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,80,3.23,258.4,0,lb,2025-07-05,2.89,2.51
07-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,73,3.23,235.79,0,lb,2025-07-06,2.89,2.51
07-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,69,3.23,222.87,0,lb,2025-07-07,3.01,2.51
07-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,67,3.23,216.41,0,lb,2025-07-08,3.01,2.51
07-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,68,3.23,219.64,0,lb,2025-07-09,3.01,3.11
07-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,70,3.23,226.1,0,lb,2025-07-10,3.01,3.11
13-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,106,2.84,301.29,1,lb,2025-07-13,3.46,3.11
14-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,74,2.84,210.34,1,lb,2025-07-14,3.46,2.28
15-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,80,3.23,258.4,0,lb,2025-07-15,3.46,2.28
16-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,95,2.84,270.03,1,lb,2025-07-16,3.71,2.28
17-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,80,3.23,258.4,0,lb,2025-07-17,3.71,3.43
18-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,83,3.23,268.09,0,lb,2025-07-18,3.71,3.43
19-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,71,3.23,229.33,0,lb,2025-07-19,3.71,3.43
20-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,99,3.23,319.77,0,lb,2025-07-20,3.45,2.62
21-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,68,3.23,219.64,0,lb,2025-07-21,3.45,2.62
22-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,63,3.23,203.49,0,lb,2025-07-22,3.45,2.62
23-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,77,3.23,248.71,0,lb,2025-07-23,3.45,3.62
24-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,47,3.23,151.81,0,lb,2025-07-24,3.45,3.62
25-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,97,2.84,275.71,1,lb,2025-07-25,3.45,3.62
26-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,66,3.23,213.18,0,lb,2025-07-26,3.45,3.62
27-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,85,3.23,274.55,0,lb,2025-07-27,2.84,2.78
28-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,88,3.23,284.24,0,lb,2025-07-28,2.84,2.78
29-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,89,3.23,287.47,0,lb,2025-07-29,2.84,2.78
30-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,82,3.23,264.86,0,lb,2025-07-30,2.84,2.88
31-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,79,3.23,255.17,0,lb,2025-07-31,3.47,2.88
08-01-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,59,3.23,190.57,0,lb,2025-08-01,3.47,2.88
08-02-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,73,3.23,235.79,0,lb,2025-08-02,3.47,4.19
08-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,65,3.23,209.95,0,lb,2025-08-03,3.35,4.19
08-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,41,3.23,132.43,0,lb,2025-08-04,3.35,4.19
08-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,71,3.23,229.33,0,lb,2025-08-05,3.35,3.03
08-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,90,3.23,290.7,0,lb,2025-08-06,3.35,3.03
08-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,59,3.23,190.57,0,lb,2025-08-07,3.5,3.03
08-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,80,3.23,258.4,0,lb,2025-08-08,3.5,3.03
08-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,75,3.23,242.25,0,lb,2025-08-09,3.5,3.21
08-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,57,3.23,184.11,0,lb,2025-08-10,3.2,3.21
13-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,56,3.23,180.88,0,lb,2025-08-13,3.2,3.21
14-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,51,3.23,164.73,0,lb,2025-08-14,3.2,3.26
15-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,68,3.23,219.64,0,lb,2025-08-15,3.2,3.26
16-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,111,3.23,358.53,0,lb,2025-08-16,3.3,3.26
17-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,99,3.23,319.77,0,lb,2025-08-17,3.3,3.26
18-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,60,3.23,193.8,0,lb,2025-08-18,3.3,3.2
19-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,56,3.23,180.88,0,lb,2025-08-19,3.3,3.2
20-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,68,3.23,219.64,0,lb,2025-08-20,3.19,3.2
21-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,80,3.23,258.4,0,lb,2025-08-21,3.19,3.86
22-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,56,3.23,180.88,0,lb,2025-08-22,3.19,3.86
23-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,84,3.23,271.32,0,lb,2025-08-23,2.76,3.86
24-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,78,3.23,251.94,0,lb,2025-08-24,2.76,3.01
25-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,60,3.23,193.8,0,lb,2025-08-25,2.76,3.01
26-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,66,3.23,213.18,0,lb,2025-08-26,2.97,3.01
27-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,65,3.23,209.95,0,lb,2025-08-27,2.97,3.01
28-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,61,3.23,197.03,0,lb,2025-08-28,2.97,4.05
29-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,69,2.84,196.13,1,lb,2025-08-29,2.97,4.05
30-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,98,3.23,316.54,0,lb,2025-08-30,3.25,4.05
31-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,97,3.23,313.31,0,lb,2025-08-31,3.25,4.05
09-01-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,68,3.23,219.64,0,lb,2025-09-01,3.25,3.52
09-02-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,67,3.23,216.41,0,lb,2025-09-02,3.25,3.52
09-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,80,3.23,258.4,0,lb,2025-09-03,2.85,3.52
09-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,67,3.23,216.41,0,lb,2025-09-04,2.85,3.52
09-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,60,3.23,193.8,0,lb,2025-09-05,2.85,3.7
09-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,63,3.23,203.49,0,lb,2025-09-06,3.47,3.7
09-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,57,3.23,184.11,0,lb,2025-09-07,3.47,3.7
09-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,73,3.23,235.79,0,lb,2025-09-08,3.47,2.81
09-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,60,3.23,193.8,0,lb,2025-09-09,3.35,2.81
09-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,53,3.23,171.19,0,lb,2025-09-10,3.35,2.81
13-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,61,3.23,197.03,0,lb,2025-09-13,3.35,3.53
14-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,92,3.23,297.16,0,lb,2025-09-14,3.35,3.53
15-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,50,3.23,161.5,0,lb,2025-09-15,2.84,3.53
16-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,53,3.23,171.19,0,lb,2025-09-16,2.84,3.91
17-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,62,3.23,200.26,0,lb,2025-09-17,2.84,3.91
18-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,50,3.23,161.5,0,lb,2025-09-18,2.84,3.91
19-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,96,2.84,272.87,1,lb,2025-09-19,2.86,3.91
20-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,84,3.23,271.32,0,lb,2025-09-20,2.86,3.39
21-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,73,3.23,235.79,0,lb,2025-09-21,2.86,3.39
22-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,75,3.23,242.25,0,lb,2025-09-22,2.94,3.39
23-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,50,3.23,161.5,0,lb,2025-09-23,2.94,2.68
24-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,66,2.84,187.6,1,lb,2025-09-24,2.94,2.68
25-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,68,3.23,219.64,0,lb,2025-09-25,2.94,2.68
26-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,50,3.23,161.5,0,lb,2025-09-26,3.0,3.39
27-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,72,3.23,232.56,0,lb,2025-09-27,3.0,3.39
28-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,113,3.23,364.99,0,lb,2025-09-28,3.0,3.39
29-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,67,3.23,216.41,0,lb,2025-09-29,3.0,3.67
30-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,65,3.23,209.95,0,lb,2025-09-30,3.06,3.67
10-01-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,53,3.23,171.19,0,lb,2025-10-01,3.06,3.67
10-02-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,55,3.23,177.65,0,lb,2025-10-02,3.06,3.67
10-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,72,3.23,232.56,0,lb,2025-10-03,3.06,3.7
10-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,48,2.84,136.44,1,lb,2025-10-04,3.26,3.7
10-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,82,3.23,264.86,0,lb,2025-10-05,3.26,3.7
10-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,73,3.23,235.79,0,lb,2025-10-06,3.26,3.49
10-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,84,3.23,271.32,0,lb,2025-10-07,3.26,3.49
10-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,100,3.23,323.0,0,lb,2025-10-08,3.58,3.49
10-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,64,3.23,206.72,0,lb,2025-10-09,3.58,3.49
10-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,73,3.23,235.79,0,lb,2025-10-10,3.58,2.93
13-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,66,3.23,213.18,0,lb,2025-10-13,3.41,2.93
11-01-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,76,3.23,245.48,0,lb,2025-11-01,3.41,2.93
11-02-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,110,2.84,312.66,1,lb,2025-11-02,3.41,2.64
11-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,66,3.23,213.18,0,lb,2025-11-03,3.71,2.64
11-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,32,3.23,103.36,0,lb,2025-11-04,3.71,2.64
11-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,109,2.84,309.82,1,lb,2025-11-05,3.71,2.62
11-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,55,3.23,177.65,0,lb,2025-11-06,3.18,2.62
11-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,63,3.23,203.49,0,lb,2025-11-07,3.18,2.62
11-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,62,3.23,200.26,0,lb,2025-11-08,3.18,2.62
11-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,53,3.23,171.19,0,lb,2025-11-09,3.38,3.82
11-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,79,3.23,255.17,0,lb,2025-11-10,3.38,3.82
12-01-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,71,3.23,229.33,0,lb,2025-12-01,3.38,3.82
12-02-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,51,3.23,164.73,0,lb,2025-12-02,3.71,3.82
12-03-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,60,3.23,193.8,0,lb,2025-12-03,3.71,2.84
12-04-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,72,3.23,232.56,0,lb,2025-12-04,3.71,2.84
12-05-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,94,2.84,267.19,1,lb,2025-12-05,3.11,2.84
12-06-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,58,3.23,187.34,0,lb,2025-12-06,3.11,2.84
12-07-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,76,3.23,245.48,0,lb,2025-12-07,3.11,3.02
12-08-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,69,3.23,222.87,0,lb,2025-12-08,2.91,3.02
12-09-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,53,3.23,171.19,0,lb,2025-12-09,2.91,3.02
12-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,71,3.23,229.33,0,lb,2025-12-10,2.91,3.02
01-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,104,2.11,219.44,0,lb,2024-01-11,2.15,1.72
01-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,92,2.11,194.12,0,lb,2024-01-12,2.15,1.72
02-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,106,2.11,223.66,0,lb,2024-02-11,2.15,1.72
02-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,92,2.11,194.12,0,lb,2024-02-12,2.15,1.72
03-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,102,2.11,215.22,0,lb,2024-03-11,2.28,1.56
03-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,96,2.11,202.56,0,lb,2024-03-12,2.28,1.56
