date,store_id,sku_id,sku_name,category,units_sold,price_per_unit_usd,revenue_usd,promotion_flag,unit_of_measure
08-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,57,3.23,184.11,0,lb
09-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,53,3.23,171.19,0,lb
10-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,73,3.23,235.79,0,lb
11-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,79,3.23,255.17,0,lb
12-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,71,3.23,229.33,0,lb
13-10-2025,Giant_Store_001,1022,Chicken_Thighs,Poultry,66,3.23,213.18,0,lb
14-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,57,2.11,120.27,0,lb
15-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,90,1.86,167.11,1,lb
16-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,68,2.11,143.48,0,lb
17-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,51,2.11,107.61,0,lb
18-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,82,2.11,173.02,0,lb
19-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,45,2.11,94.95,0,lb
20-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,78,2.11,164.58,0,lb
21-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,76,2.11,160.36,0,lb
22-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,81,2.11,170.91,0,lb
23-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,38,2.11,80.18,0,lb
24-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,56,2.11,118.16,0,lb
25-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,75,2.11,158.25,0,lb
26-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,89,2.11,187.79,0,lb
27-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,73,2.11,154.03,0,lb
28-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,54,2.11,113.94,0,lb
29-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,69,2.11,145.59,0,lb
30-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,67,2.11,141.37,0,lb
31-10-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,61,2.11,128.71,0,lb
01-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,104,2.11,219.44,0,lb
02-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,106,2.11,223.66,0,lb
03-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,102,2.11,215.22,0,lb
04-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,74,2.11,156.14,0,lb
05-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,104,2.11,219.44,0,lb
06-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,99,2.11,208.89,0,lb
07-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,69,2.11,145.59,0,lb
08-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,90,2.11,189.9,0,lb
09-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,112,2.11,236.32,0,lb
10-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,113,2.11,238.43,0,lb
11-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,86,2.11,181.46,0,lb
12-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,54,2.11,113.94,0,lb
13-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,77,2.11,162.47,0,lb
14-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,91,2.11,192.01,0,lb
15-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,80,2.11,168.8,0,lb
16-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,74,2.11,156.14,0,lb
17-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,115,2.11,242.65,0,lb
18-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,84,2.11,177.24,0,lb
19-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,90,2.11,189.9,0,lb
20-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,111,1.86,206.1,1,lb
21-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,88,2.11,185.68,0,lb
22-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,105,2.11,221.55,0,lb
23-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,117,2.11,246.87,0,lb
24-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,140,2.11,295.4,0,lb
25-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,87,2.11,183.57,0,lb
26-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,74,2.11,156.14,0,lb
27-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,84,2.11,177.24,0,lb
28-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,84,2.11,177.24,0,lb
29-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,72,2.11,151.92,0,lb
30-11-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,96,2.11,202.56,0,lb
01-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,92,2.11,194.12,0,lb
02-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,92,2.11,194.12,0,lb
03-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,96,2.11,202.56,0,lb
04-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,77,2.11,162.47,0,lb
05-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,108,2.11,227.88,0,lb
06-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,76,2.11,160.36,0,lb
07-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,65,2.11,137.15,0,lb
08-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,134,2.11,282.74,0,lb
09-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,60,2.11,126.6,0,lb
10-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,101,2.11,213.11,0,lb
11-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,42,2.11,88.62,0,lb
12-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,89,2.11,187.79,0,lb
13-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,97,2.11,204.67,0,lb
14-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,147,2.11,310.17,0,lb
15-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,77,2.11,162.47,0,lb
16-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,118,1.86,219.1,1,lb
17-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,88,2.11,185.68,0,lb
18-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,97,1.86,180.11,1,lb
19-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,83,2.11,175.13,0,lb
20-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,87,2.11,183.57,0,lb
21-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,89,2.11,187.79,0,lb
22-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,65,2.11,137.15,0,lb
23-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,88,2.11,185.68,0,lb
24-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,49,2.11,103.39,0,lb
25-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,88,1.86,163.4,1,lb
26-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,89,2.11,187.79,0,lb
27-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,91,2.11,192.01,0,lb
28-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,130,2.11,274.3,0,lb
29-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,113,2.11,238.43,0,lb
30-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,98,2.11,206.78,0,lb
31-12-2024,Giant_Store_001,1023,Chicken_Wings,Poultry,76,2.11,160.36,0,lb
01-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,73,2.11,154.03,0,lb
02-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,69,1.86,128.12,1,lb
03-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,67,2.11,141.37,0,lb
04-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,88,2.11,185.68,0,lb
05-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,98,2.11,206.78,0,lb
06-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,48,2.11,101.28,0,lb
07-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,71,2.11,149.81,0,lb
08-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,57,2.11,120.27,0,lb
09-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,63,2.11,132.93,0,lb
10-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,65,2.11,137.15,0,lb
11-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,110,2.11,232.1,0,lb
12-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,90,2.11,189.9,0,lb
13-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,64,2.11,135.04,0,lb
14-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,60,2.11,126.6,0,lb
15-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,57,2.11,120.27,0,lb
16-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,58,2.11,122.38,0,lb
17-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,73,2.11,154.03,0,lb
18-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,75,2.11,158.25,0,lb
19-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,51,2.11,107.61,0,lb
20-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,49,2.11,103.39,0,lb
21-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,69,2.11,145.59,0,lb
22-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,50,2.11,105.5,0,lb
23-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,58,2.11,122.38,0,lb
24-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,74,2.11,156.14,0,lb
25-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,82,2.11,173.02,0,lb
26-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,63,2.11,132.93,0,lb
27-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,77,2.11,162.47,0,lb
28-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,70,2.11,147.7,0,lb
29-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,48,2.11,101.28,0,lb
30-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,45,2.11,94.95,0,lb
31-01-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,78,2.11,164.58,0,lb
01-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,75,2.11,158.25,0,lb
02-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,107,2.11,225.77,0,lb
03-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,60,2.11,126.6,0,lb
04-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,61,2.11,128.71,0,lb
05-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,66,2.11,139.26,0,lb
06-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,53,2.11,111.83,0,lb
07-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,68,2.11,143.48,0,lb
08-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,62,2.11,130.82,0,lb
09-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,95,2.11,200.45,0,lb
10-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,57,2.11,120.27,0,lb
11-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,65,2.11,137.15,0,lb
12-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,55,2.11,116.05,0,lb
13-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,75,2.11,158.25,0,lb
14-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,54,2.11,113.94,0,lb
15-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,77,2.11,162.47,0,lb
16-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,90,2.11,189.9,0,lb
17-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,67,2.11,141.37,0,lb
18-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,44,2.11,92.84,0,lb
19-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,69,2.11,145.59,0,lb
20-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,72,2.11,151.92,0,lb
21-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,58,2.11,122.38,0,lb
22-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,92,2.11,194.12,0,lb
23-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,57,2.11,120.27,0,lb
24-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,47,2.11,99.17,0,lb
25-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,79,1.86,146.69,1,lb
26-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,59,2.11,124.49,0,lb
27-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,73,2.11,154.03,0,lb
28-02-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,46,2.11,97.06,0,lb
01-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,79,2.11,166.69,0,lb
02-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,92,2.11,194.12,0,lb
03-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,56,2.11,118.16,0,lb
04-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,80,2.11,168.8,0,lb
05-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,92,1.86,170.83,1,lb
06-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,53,2.11,111.83,0,lb
07-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,79,2.11,166.69,0,lb
08-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,89,2.11,187.79,0,lb
09-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,89,2.11,187.79,0,lb
10-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,93,1.86,172.68,1,lb
11-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,57,2.11,120.27,0,lb
12-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,74,2.11,156.14,0,lb
13-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,51,2.11,107.61,0,lb
14-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,50,2.11,105.5,0,lb
15-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,81,2.11,170.91,0,lb
16-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,76,2.11,160.36,0,lb
17-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,73,2.11,154.03,0,lb
18-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,88,1.86,163.4,1,lb
19-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,72,2.11,151.92,0,lb
20-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,70,2.11,147.7,0,lb
21-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,60,2.11,126.6,0,lb
22-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,74,2.11,156.14,0,lb
23-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,94,2.11,198.34,0,lb
24-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,53,2.11,111.83,0,lb
25-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,69,2.11,145.59,0,lb
26-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,64,2.11,135.04,0,lb
27-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,67,2.11,141.37,0,lb
28-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,66,2.11,139.26,0,lb
29-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,94,2.11,198.34,0,lb
30-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,74,2.11,156.14,0,lb
31-03-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,58,2.11,122.38,0,lb
01-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,39,2.11,82.29,0,lb
02-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,64,2.11,135.04,0,lb
03-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,64,2.11,135.04,0,lb
04-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,61,2.11,128.71,0,lb
05-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,83,2.11,175.13,0,lb
06-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,79,2.11,166.69,0,lb
07-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,66,2.11,139.26,0,lb
08-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,94,2.11,198.34,0,lb
09-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,62,2.11,130.82,0,lb
10-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,72,2.11,151.92,0,lb
11-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,64,2.11,135.04,0,lb
12-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,118,1.86,219.1,1,lb
13-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,103,2.11,217.33,0,lb
14-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,68,2.11,143.48,0,lb
15-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,57,2.11,120.27,0,lb
16-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,77,2.11,162.47,0,lb
17-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,61,2.11,128.71,0,lb
18-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,61,2.11,128.71,0,lb
19-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,98,2.11,206.78,0,lb
20-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,90,2.11,189.9,0,lb
21-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,67,2.11,141.37,0,lb
22-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,75,2.11,158.25,0,lb
23-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,51,2.11,107.61,0,lb
24-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,67,2.11,141.37,0,lb
25-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,51,2.11,107.61,0,lb
26-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,104,2.11,219.44,0,lb
27-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,81,2.11,170.91,0,lb
28-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,78,2.11,164.58,0,lb
29-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,57,2.11,120.27,0,lb
30-04-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,61,2.11,128.71,0,lb
01-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,56,2.11,118.16,0,lb
02-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,77,1.86,142.97,1,lb
03-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,64,2.11,135.04,0,lb
04-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,89,2.11,187.79,0,lb
05-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,54,2.11,113.94,0,lb
06-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,99,1.86,183.82,1,lb
07-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,85,2.11,179.35,0,lb
08-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,67,2.11,141.37,0,lb
09-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,59,2.11,124.49,0,lb
10-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,117,1.86,217.25,1,lb
11-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,68,2.11,143.48,0,lb
12-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,63,2.11,132.93,0,lb
13-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,59,2.11,124.49,0,lb
14-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,64,2.11,135.04,0,lb
15-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,86,2.11,181.46,0,lb
16-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,59,2.11,124.49,0,lb
17-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,88,2.11,185.68,0,lb
18-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,130,1.86,241.38,1,lb
19-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,64,2.11,135.04,0,lb
20-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,72,2.11,151.92,0,lb
21-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,65,2.11,137.15,0,lb
22-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,81,2.11,170.91,0,lb
23-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,87,2.11,183.57,0,lb
24-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,81,2.11,170.91,0,lb
25-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,92,2.11,194.12,0,lb
26-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,55,2.11,116.05,0,lb
27-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,51,2.11,107.61,0,lb
28-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,76,2.11,160.36,0,lb
29-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,71,2.11,149.81,0,lb
30-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,62,2.11,130.82,0,lb
31-05-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,68,2.11,143.48,0,lb
01-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,109,2.11,229.99,0,lb
02-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,78,2.11,164.58,0,lb
03-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,69,2.11,145.59,0,lb
04-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,82,2.11,173.02,0,lb
05-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,65,2.11,137.15,0,lb
06-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,70,2.11,147.7,0,lb
07-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,67,2.11,141.37,0,lb
08-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,92,2.11,194.12,0,lb
09-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,100,2.11,211,0,lb
10-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,72,2.11,151.92,0,lb
11-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,77,2.11,162.47,0,lb
12-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,79,2.11,166.69,0,lb
13-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,51,2.11,107.61,0,lb
14-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,87,2.11,183.57,0,lb
15-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,59,2.11,124.49,0,lb
16-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,65,2.11,137.15,0,lb
17-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,66,2.11,139.26,0,lb
18-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,74,2.11,156.14,0,lb
19-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,48,2.11,101.28,0,lb
20-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,94,2.11,198.34,0,lb
21-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,98,2.11,206.78,0,lb
22-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,53,2.11,111.83,0,lb
23-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,55,2.11,116.05,0,lb
24-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,67,2.11,141.37,0,lb
25-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,82,2.11,173.02,0,lb
26-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,68,2.11,143.48,0,lb
27-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,84,2.11,177.24,0,lb
28-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,111,2.11,234.21,0,lb
29-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,84,2.11,177.24,0,lb
30-06-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,46,2.11,97.06,0,lb
01-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,56,2.11,118.16,0,lb
02-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,54,2.11,113.94,0,lb
03-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,84,1.86,155.97,1,lb
04-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,87,2.11,183.57,0,lb
05-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,83,2.11,175.13,0,lb
06-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,89,2.11,187.79,0,lb
07-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,92,2.11,194.12,0,lb
08-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,77,2.11,162.47,0,lb
09-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,71,1.86,131.83,1,lb
10-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,80,2.11,168.8,0,lb
11-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,57,2.11,120.27,0,lb
12-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,89,2.11,187.79,0,lb
13-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,86,2.11,181.46,0,lb
14-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,76,2.11,160.36,0,lb
15-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,68,2.11,143.48,0,lb
16-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,86,2.11,181.46,0,lb
17-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,66,2.11,139.26,0,lb
18-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,73,2.11,154.03,0,lb
19-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,122,1.86,226.53,1,lb
20-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,80,2.11,168.8,0,lb
21-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,67,2.11,141.37,0,lb
22-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,78,2.11,164.58,0,lb
23-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,98,2.11,206.78,0,lb
24-07-2025,Giant_Store_001,1023,Chicken_Wings,Poultry,87,2.11,183.57,0,lb
